item_path,item_kind,api_family,status,coverage_kind,primary_gap_kind,shadow_item,drift_confidence,shadow_elicit_impl,verification_gap,verification_ready,shadow_can_be_direct,shadow_missing_external_traits,shadow_missing_our_traits,action,notes
wgpu_hal::AttachmentOps,Struct,wgpu_hal::AttachmentOps,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::AttachmentOps` and make the new wrapper `ElicitComplete`,
wgpu_hal::BindGroupDescriptor,Struct,wgpu_hal::BindGroupDescriptor,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::BindGroupDescriptor` and make the new wrapper `ElicitComplete`,
wgpu_hal::BindGroupEntry,Struct,wgpu_hal::BindGroupEntry,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::BindGroupEntry` and make the new wrapper `ElicitComplete`,
wgpu_hal::BindGroupLayoutDescriptor,Struct,wgpu_hal::BindGroupLayoutDescriptor,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::BindGroupLayoutDescriptor` and make the new wrapper `ElicitComplete`,
wgpu_hal::BindGroupLayoutFlags,Struct,wgpu_hal::BindGroupLayoutFlags,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::BindGroupLayoutFlags` and make the new wrapper `ElicitComplete`,
wgpu_hal::BufferBarrier,Struct,wgpu_hal::BufferBarrier,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::BufferBarrier` and make the new wrapper `ElicitComplete`,
wgpu_hal::BufferBinding,Struct,wgpu_hal::BufferBinding,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::BufferBinding` and make the new wrapper `ElicitComplete`,
wgpu_hal::BufferCopy,Struct,wgpu_hal::BufferCopy,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::BufferCopy` and make the new wrapper `ElicitComplete`,
wgpu_hal::BufferDescriptor,Struct,wgpu_hal::BufferDescriptor,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::BufferDescriptor` and make the new wrapper `ElicitComplete`,
wgpu_hal::BufferMapping,Struct,wgpu_hal::BufferMapping,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::BufferMapping` and make the new wrapper `ElicitComplete`,
wgpu_hal::BufferTextureCopy,Struct,wgpu_hal::BufferTextureCopy,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::BufferTextureCopy` and make the new wrapper `ElicitComplete`,
wgpu_hal::BuildAccelerationStructureDescriptor,Struct,wgpu_hal::BuildAccelerationStructureDescriptor,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::BuildAccelerationStructureDescriptor` and make the new wrapper `ElicitComplete`,
wgpu_hal::Capabilities,Struct,wgpu_hal::Capabilities,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::Capabilities` and make the new wrapper `ElicitComplete`,
wgpu_hal::ColorAttachment,Struct,wgpu_hal::ColorAttachment,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::ColorAttachment` and make the new wrapper `ElicitComplete`,
wgpu_hal::CommandEncoder,Trait,wgpu_hal::CommandEncoder,Missing,Missing,Missing,,,,false,false,,,,Add a shadow item for upstream `wgpu_hal::CommandEncoder` so the full public API surface is represented,
wgpu_hal::CommandEncoderDescriptor,Struct,wgpu_hal::CommandEncoderDescriptor,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::CommandEncoderDescriptor` and make the new wrapper `ElicitComplete`,
wgpu_hal::ComputePassDescriptor,Struct,wgpu_hal::ComputePassDescriptor,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::ComputePassDescriptor` and make the new wrapper `ElicitComplete`,
wgpu_hal::ComputePipelineDescriptor,Struct,wgpu_hal::ComputePipelineDescriptor,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::ComputePipelineDescriptor` and make the new wrapper `ElicitComplete`,
wgpu_hal::CopyExtent,Struct,wgpu_hal::CopyExtent,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::CopyExtent` and make the new wrapper `ElicitComplete`,
wgpu_hal::DebugSource,Struct,wgpu_hal::DebugSource,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::DebugSource` and make the new wrapper `ElicitComplete`,
wgpu_hal::DepthStencilAttachment,Struct,wgpu_hal::DepthStencilAttachment,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::DepthStencilAttachment` and make the new wrapper `ElicitComplete`,
wgpu_hal::Device,Trait,wgpu_hal::Device,Missing,Missing,Missing,,,,false,false,,,,Add a shadow item for upstream `wgpu_hal::Device` so the full public API surface is represented,
wgpu_hal::DeviceError,Enum,wgpu_hal::DeviceError,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::DeviceError` and make the new wrapper `ElicitComplete`,
wgpu_hal::ExposedAdapter,Struct,wgpu_hal::ExposedAdapter,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::ExposedAdapter` and make the new wrapper `ElicitComplete`,
wgpu_hal::ExternalTextureBinding,Struct,wgpu_hal::ExternalTextureBinding,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::ExternalTextureBinding` and make the new wrapper `ElicitComplete`,
wgpu_hal::FenceValue,TypeAlias,wgpu_hal::FenceValue,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::FenceValue` and make the new wrapper `ElicitComplete`,
wgpu_hal::FormatAspects,Struct,wgpu_hal::FormatAspects,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::FormatAspects` and make the new wrapper `ElicitComplete`,
wgpu_hal::GetAccelerationStructureBuildSizesDescriptor,Struct,wgpu_hal::GetAccelerationStructureBuildSizesDescriptor,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::GetAccelerationStructureBuildSizesDescriptor` and make the new wrapper `ElicitComplete`,
wgpu_hal::Instance,Trait,wgpu_hal::Instance,Missing,Missing,Missing,,,,false,false,,,,Add a shadow item for upstream `wgpu_hal::Instance` so the full public API surface is represented,
wgpu_hal::InstanceDescriptor,Struct,wgpu_hal::InstanceDescriptor,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::InstanceDescriptor` and make the new wrapper `ElicitComplete`,
wgpu_hal::InstanceError,Struct,wgpu_hal::InstanceError,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::InstanceError` and make the new wrapper `ElicitComplete`,
wgpu_hal::MemoryFlags,Struct,wgpu_hal::MemoryFlags,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::MemoryFlags` and make the new wrapper `ElicitComplete`,
wgpu_hal::NagaShader,Struct,wgpu_hal::NagaShader,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::NagaShader` and make the new wrapper `ElicitComplete`,
wgpu_hal::OpenDevice,Struct,wgpu_hal::OpenDevice,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::OpenDevice` and make the new wrapper `ElicitComplete`,
wgpu_hal::PassTimestampWrites,Struct,wgpu_hal::PassTimestampWrites,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::PassTimestampWrites` and make the new wrapper `ElicitComplete`,
wgpu_hal::PipelineCacheDescriptor,Struct,wgpu_hal::PipelineCacheDescriptor,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::PipelineCacheDescriptor` and make the new wrapper `ElicitComplete`,
wgpu_hal::PipelineCacheError,Enum,wgpu_hal::PipelineCacheError,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::PipelineCacheError` and make the new wrapper `ElicitComplete`,
wgpu_hal::PipelineError,Enum,wgpu_hal::PipelineError,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::PipelineError` and make the new wrapper `ElicitComplete`,
wgpu_hal::PipelineLayoutDescriptor,Struct,wgpu_hal::PipelineLayoutDescriptor,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::PipelineLayoutDescriptor` and make the new wrapper `ElicitComplete`,
wgpu_hal::PipelineLayoutFlags,Struct,wgpu_hal::PipelineLayoutFlags,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::PipelineLayoutFlags` and make the new wrapper `ElicitComplete`,
wgpu_hal::ProgrammableStage,Struct,wgpu_hal::ProgrammableStage,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::ProgrammableStage` and make the new wrapper `ElicitComplete`,
wgpu_hal::Queue,Trait,wgpu_hal::Queue,Missing,Missing,Missing,,,,false,false,,,,Add a shadow item for upstream `wgpu_hal::Queue` so the full public API surface is represented,
wgpu_hal::Rect,Struct,wgpu_hal::Rect,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::Rect` and make the new wrapper `ElicitComplete`,
wgpu_hal::RenderPassDescriptor,Struct,wgpu_hal::RenderPassDescriptor,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::RenderPassDescriptor` and make the new wrapper `ElicitComplete`,
wgpu_hal::RenderPipelineDescriptor,Struct,wgpu_hal::RenderPipelineDescriptor,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::RenderPipelineDescriptor` and make the new wrapper `ElicitComplete`,
wgpu_hal::SamplerDescriptor,Struct,wgpu_hal::SamplerDescriptor,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::SamplerDescriptor` and make the new wrapper `ElicitComplete`,
wgpu_hal::ShaderError,Enum,wgpu_hal::ShaderError,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::ShaderError` and make the new wrapper `ElicitComplete`,
wgpu_hal::ShaderInput,Enum,wgpu_hal::ShaderInput,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::ShaderInput` and make the new wrapper `ElicitComplete`,
wgpu_hal::ShaderModuleDescriptor,Struct,wgpu_hal::ShaderModuleDescriptor,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::ShaderModuleDescriptor` and make the new wrapper `ElicitComplete`,
wgpu_hal::ShouldBeNonZeroExt,Trait,wgpu_hal::ShouldBeNonZeroExt,Missing,Missing,Missing,,,,false,false,,,,Add a shadow item for upstream `wgpu_hal::ShouldBeNonZeroExt` so the full public API surface is represented,
wgpu_hal::StateTransition,Struct,wgpu_hal::StateTransition,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::StateTransition` and make the new wrapper `ElicitComplete`,
wgpu_hal::Surface,Trait,wgpu_hal::Surface,Missing,Missing,Missing,,,,false,false,,,,Add a shadow item for upstream `wgpu_hal::Surface` so the full public API surface is represented,
wgpu_hal::SurfaceCapabilities,Struct,wgpu_hal::SurfaceCapabilities,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::SurfaceCapabilities` and make the new wrapper `ElicitComplete`,
wgpu_hal::SurfaceConfiguration,Struct,wgpu_hal::SurfaceConfiguration,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::SurfaceConfiguration` and make the new wrapper `ElicitComplete`,
wgpu_hal::SurfaceError,Enum,wgpu_hal::SurfaceError,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::SurfaceError` and make the new wrapper `ElicitComplete`,
wgpu_hal::Telemetry,Struct,wgpu_hal::Telemetry,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::Telemetry` and make the new wrapper `ElicitComplete`,
wgpu_hal::TextureBarrier,Struct,wgpu_hal::TextureBarrier,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::TextureBarrier` and make the new wrapper `ElicitComplete`,
wgpu_hal::TextureBinding,Struct,wgpu_hal::TextureBinding,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::TextureBinding` and make the new wrapper `ElicitComplete`,
wgpu_hal::TextureCopy,Struct,wgpu_hal::TextureCopy,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::TextureCopy` and make the new wrapper `ElicitComplete`,
wgpu_hal::TextureCopyBase,Struct,wgpu_hal::TextureCopyBase,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::TextureCopyBase` and make the new wrapper `ElicitComplete`,
wgpu_hal::TextureDescriptor,Struct,wgpu_hal::TextureDescriptor,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::TextureDescriptor` and make the new wrapper `ElicitComplete`,
wgpu_hal::TextureFormatCapabilities,Struct,wgpu_hal::TextureFormatCapabilities,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::TextureFormatCapabilities` and make the new wrapper `ElicitComplete`,
wgpu_hal::TextureViewDescriptor,Struct,wgpu_hal::TextureViewDescriptor,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::TextureViewDescriptor` and make the new wrapper `ElicitComplete`,
wgpu_hal::TlasInstance,Struct,wgpu_hal::TlasInstance,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::TlasInstance` and make the new wrapper `ElicitComplete`,
wgpu_hal::VertexBufferLayout,Struct,wgpu_hal::VertexBufferLayout,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::VertexBufferLayout` and make the new wrapper `ElicitComplete`,
wgpu_hal::VertexProcessor,Enum,wgpu_hal::VertexProcessor,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_hal::VertexProcessor` and make the new wrapper `ElicitComplete`,
wgpu_types::BufferAddress,TypeAlias,wgpu_types::BufferAddress,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_types::BufferAddress` and make the new wrapper `ElicitComplete`,
wgpu_types::BufferSize,TypeAlias,wgpu_types::BufferSize,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_types::BufferSize` and make the new wrapper `ElicitComplete`,
wgpu_types::COPY_BUFFER_ALIGNMENT,Constant,wgpu_types::COPY_BUFFER_ALIGNMENT,Missing,Missing,Missing,,,,false,false,,,,Add a shadow item for upstream `wgpu_types::COPY_BUFFER_ALIGNMENT` so the full public API surface is represented,
wgpu_types::COPY_BYTES_PER_ROW_ALIGNMENT,Constant,wgpu_types::COPY_BYTES_PER_ROW_ALIGNMENT,Missing,Missing,Missing,,,,false,false,,,,Add a shadow item for upstream `wgpu_types::COPY_BYTES_PER_ROW_ALIGNMENT` so the full public API surface is represented,
wgpu_types::Color,Struct,wgpu_types::Color,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_types::Color` and make the new wrapper `ElicitComplete`,
wgpu_types::CommandBufferDescriptor,Struct,wgpu_types::CommandBufferDescriptor,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_types::CommandBufferDescriptor` and make the new wrapper `ElicitComplete`,
wgpu_types::CommandEncoderDescriptor,Struct,wgpu_types::CommandEncoderDescriptor,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_types::CommandEncoderDescriptor` and make the new wrapper `ElicitComplete`,
wgpu_types::DeviceLostReason,Enum,wgpu_types::DeviceLostReason,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_types::DeviceLostReason` and make the new wrapper `ElicitComplete`,
wgpu_types::DynamicOffset,TypeAlias,wgpu_types::DynamicOffset,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_types::DynamicOffset` and make the new wrapper `ElicitComplete`,
wgpu_types::IMMEDIATE_DATA_ALIGNMENT,Constant,wgpu_types::IMMEDIATE_DATA_ALIGNMENT,Missing,Missing,Missing,,,,false,false,,,,Add a shadow item for upstream `wgpu_types::IMMEDIATE_DATA_ALIGNMENT` so the full public API surface is represented,
wgpu_types::MAP_ALIGNMENT,Constant,wgpu_types::MAP_ALIGNMENT,Missing,Missing,Missing,,,,false,false,,,,Add a shadow item for upstream `wgpu_types::MAP_ALIGNMENT` so the full public API surface is represented,
wgpu_types::MAXIMUM_SUBGROUP_MAX_SIZE,Constant,wgpu_types::MAXIMUM_SUBGROUP_MAX_SIZE,Missing,Missing,Missing,,,,false,false,,,,Add a shadow item for upstream `wgpu_types::MAXIMUM_SUBGROUP_MAX_SIZE` so the full public API surface is represented,
wgpu_types::MINIMUM_SUBGROUP_MIN_SIZE,Constant,wgpu_types::MINIMUM_SUBGROUP_MIN_SIZE,Missing,Missing,Missing,,,,false,false,,,,Add a shadow item for upstream `wgpu_types::MINIMUM_SUBGROUP_MIN_SIZE` so the full public API surface is represented,
wgpu_types::PipelineStatisticsTypes,Struct,wgpu_types::PipelineStatisticsTypes,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_types::PipelineStatisticsTypes` and make the new wrapper `ElicitComplete`,
wgpu_types::PollError,Enum,wgpu_types::PollError,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_types::PollError` and make the new wrapper `ElicitComplete`,
wgpu_types::PollStatus,Enum,wgpu_types::PollStatus,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_types::PollStatus` and make the new wrapper `ElicitComplete`,
wgpu_types::PollType,Enum,wgpu_types::PollType,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_types::PollType` and make the new wrapper `ElicitComplete`,
wgpu_types::QUERY_RESOLVE_BUFFER_ALIGNMENT,Constant,wgpu_types::QUERY_RESOLVE_BUFFER_ALIGNMENT,Missing,Missing,Missing,,,,false,false,,,,Add a shadow item for upstream `wgpu_types::QUERY_RESOLVE_BUFFER_ALIGNMENT` so the full public API surface is represented,
wgpu_types::QUERY_SET_MAX_QUERIES,Constant,wgpu_types::QUERY_SET_MAX_QUERIES,Missing,Missing,Missing,,,,false,false,,,,Add a shadow item for upstream `wgpu_types::QUERY_SET_MAX_QUERIES` so the full public API surface is represented,
wgpu_types::QUERY_SIZE,Constant,wgpu_types::QUERY_SIZE,Missing,Missing,Missing,,,,false,false,,,,Add a shadow item for upstream `wgpu_types::QUERY_SIZE` so the full public API surface is represented,
wgpu_types::QuerySetDescriptor,Struct,wgpu_types::QuerySetDescriptor,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_types::QuerySetDescriptor` and make the new wrapper `ElicitComplete`,
wgpu_types::QueryType,Enum,wgpu_types::QueryType,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_types::QueryType` and make the new wrapper `ElicitComplete`,
wgpu_types::ShaderLocation,TypeAlias,wgpu_types::ShaderLocation,Missing,Missing,Missing,,,,false,false,,,,Add a shadow for upstream `wgpu_types::ShaderLocation` and make the new wrapper `ElicitComplete`,
wgpu_types::VERTEX_ALIGNMENT,Constant,wgpu_types::VERTEX_ALIGNMENT,Missing,Missing,Missing,,,,false,false,,,,Add a shadow item for upstream `wgpu_types::VERTEX_ALIGNMENT` so the full public API surface is represented,
wgpu_types::VERTEX_STRIDE_ALIGNMENT,Constant,wgpu_types::VERTEX_STRIDE_ALIGNMENT,Missing,Missing,Missing,,,,false,false,,,,Add a shadow item for upstream `wgpu_types::VERTEX_STRIDE_ALIGNMENT` so the full public API surface is represented,
rmcp::model::CallToolResult,Struct,rmcp::model::CallToolResult,Extra,PossiblyStale,PossiblyStale,,,,false,false,,,,"Audit `rmcp::model::CallToolResult`: remove it if stale, or rename/remap it to an upstream public item","in shadow, not in target"
rmcp::model::ErrorData,Struct,rmcp::model::ErrorData,Extra,PossiblyStale,PossiblyStale,,,,false,false,,,,"Audit `rmcp::model::ErrorData`: remove it if stale, or rename/remap it to an upstream public item","in shadow, not in target"
serde_json::value::Value,Enum,serde_json::value::Value,Extra,PossiblyStale,PossiblyStale,,,,false,false,,,,"Audit `serde_json::value::Value`: remove it if stale, or rename/remap it to an upstream public item","in shadow, not in target"
